"language";"availableLanguages";"uri";"title";"type";"source";"represents"
"en";"en";"/docs/projects/cnect/2/216852/080/reports/001-P3PublishableSummaryV41.pdf";"";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/2/216852/080/reports/001-P3PublishableSummaryV4.pdf";"";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/9/249059/080/publishing/logo1/ERA.JPG";"ERA";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/9/249059/080/publishing/logo2/untitled.PNG";"ERA";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/6/231396/080/publishing/logo2/Showcase-Platform-2-1-.png";"http://role-showcase.eu/";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/6/231396/080/publishing/readmore/Publishable-Summary-1-.pdf";"ROLE summary Year 2";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/6/231396/080/publishing/logo1/spidericon200x80.png";"Project ROLE";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/4/257644/080/reports/001-Publishablesummary.pdf";"PASSIVE-Publishable Summary";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/216888/080/deliverables/001-TECOMD017ImplementationReportofthelogicalTZTPMintegration.pdf";"";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/216888/080/reports/001-TECOMD071Part2PublishableSummaryY3.pdf";"";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/216888/080/publishing/logo1/tecom.jpg";"TECOM Project";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/0/308830/080/publishing/logo1/advent-logo.jpg";"ADVENT project logo";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/5/248615/080/publishing/logo1/IOLANES.JPG";"IOLANES";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/5/248615/080/reports/001-publishablesummary1.pdf";"Publidhable Summary";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/5/317555/080/deliverables/001-CLOUDSPACESD11121231Public.pdf";"Initial deliverable stating the management organization and planning for the entire project.";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/0/249100/080/publishing/logo2/PROARTIS-image.JPG";"PROARTIS";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/0/249100/080/publishing/logo1/PROARTIS.JPG";"PROARTIS";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/6/215216/080/reports/001-Publishablesummary.pdf";"publishable summary";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/6/215216/080/reports/002-Publishablesummary.pdf";"Publishable Summary";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/6/215216/080/publishing/logo2/apple-logo.png";"Apple-CORE logo";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/6/215216/080/reports/001-Publishablesummary1.pdf";"Publishable Summary";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/6/215216/080/publishing/logo1/apple-logo.png";"Apple-CORE logo";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/5/248465/080/publishing/logo1/soos.jpg";"LOGO";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/8/217068/080/deliverables/001-D11MobilityReportfinal.pdf";"Mobility Report I";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/217068/080/reports/001-Publishablesummary1.pdf";"Publishable Summary report period III";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/217068/080/deliverables/001-Nl18.pdf";"Nl 18";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/217068/080/reports/001-PublishableSummary11.pdf";"Publishable Summary report";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/217068/080/deliverables/001-Nl22.pdf";"Nl 22";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/217068/080/deliverables/001-Nl17.pdf";"Nl 17";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/217068/080/deliverables/001-Nl16.pdf";"Nl 16";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/217068/080/deliverables/001-D21ClusterResearchReportfinal.pdf";"Cluster research report I";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/217068/080/deliverables/001-Nl19.pdf";"Nl 19";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/217068/080/deliverables/001-NL15.pdf";"Nl 15";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/217068/080/deliverables/001-Nl20.pdf";"Nl 20";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/217068/080/reports/001-PublishableSummary.pdf";"Publishable Summary report - period II";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/217068/080/deliverables/001-D36SpreadingExcellence.pdf";"Spreading excellence report II";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/217068/080/deliverables/001-D12Mobility.pdf";"Mobility Report II";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/217068/080/deliverables/001-Nl23.pdf";"Nl 23";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/217068/080/deliverables/001-Nl24.pdf";"Nl 24";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/217068/080/deliverables/001-Nl14.pdf";"NL14";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/217068/080/deliverables/001-D31SpreadingExcellenceReportfinal.pdf";"Spreading excellence report I";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/217068/080/deliverables/001-Hipeacroadmap2008.pdf";"Hipeac Roadmap 2008";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/217068/080/deliverables/001-Nl21.pdf";"Nl 21";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/files/212/212287/recosy-d1-2-state-of-the-art-in-redox-2012-en.pdf";"D 1.2: Report on the scientific state of the art / 2012";"relatedPrint";"undefined";""
"en";"en,any";"/docs/projects/files/212/212287/recosy-2nd-annual-workshop-proceedings-en.pdf";"2nd annual workshop proceedings";"relatedPrint";"undefined";""
"en";"en,any";"/docs/projects/files/212/212287/recosy-application-of-redox-in-the-safety-case-en.pdf";"D 1.3: Application of Redox in the Safety Case / 2012";"relatedPrint";"undefined";""
"en";"en,any";"/docs/projects/files/212/212287/recosy-3nd-annual-workshop-proceedings-en.pdf";"D 7.6: Proceedings of the third annual workshop / 2011";"relatedPrint";"undefined";""
"en";"en,any";"/docs/projects/files/212/212287/recosy-firstannualworkshopproceedings.pdf";"1st annual workshop proceedings";"relatedPrint";"undefined";""
"en";"en,any";"/docs/projects/files/212/212287/recosy-4th-annual-workshop-proceedings-en.pdf";"D 7.6: Proceedings of the fourth annual workshop / 2012";"relatedPrint";"undefined";""
"en";"en,any";"/docs/projects/files/212/212287/recosy-newsletter-201203-en.pdf";"Newsletter - March 2012";"relatedPrint";"undefined";""
"en";"en,any";"/docs/projects/cnect/0/285220/080/deliverables/001-D21ProjectVisionConsensusDocumentM3Nov2011v12.pdf";"Project Vision Consensus Document";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/2/318772/080/deliverables/001-D72IndustrialevaluationofdistributedMILSforFrequentisVoiceService.pdf";"Industrial evaluation of distributed MILS for Frequentis Voice Service";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/2/318772/080/deliverables/001-D43IntegrationofformalevidenceandexpressioninMILSassurancecase.pdf";"Integration of formal evidence and expression in MILS assurance case";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/2/318772/080/deliverables/001-D45CompositionalverificationtechniquesandtoolsfordistributedMILSpart2.pdf";"Compositional verification techniques and tools for distributed MILS - part 2";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/2/318772/080/deliverables/001-D71IndustrialevaluationofdistributedMILSforsmartmicrogrids.pdf";"Industrial evaluation of distributed MILS for smart microgrids";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/2/318772/080/deliverables/001-D52Configurationcompiler.pdf";"D5.2 MILS Platform Configuration compiler";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/5/248705/080/deliverables/001-REViSITEDeliverableD11bSummarysheet.pdf";"Consolidated Community Report - Summary Sheet";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/5/248705/080/deliverables/001-REViSITEDeliverableD11bPublicfinal.pdf";"Consolidated Community Report";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/files/269/269688/d3-5-report-tho2-solubility.pdf";"D 3.5: Report on Results of ThO2 Solubility Interpretation";"relatedPrint";"undefined";""
"en";"en,any";"/docs/projects/files/269/269688/d2-1-kinetics-thermodynamics-uptake-radionuclides.pdf";"D 2.1: Measurements of the Kinetics and Thermodynamics of the Uptake of Radionuclides ";"relatedPrint";"undefined";""
"en";"en,any";"/docs/projects/files/269/269688/d2-5-report-silicate.pdf";"D 2.5: Report on Results of Clay Solubility/ Isotopic Exchange Interpretation";"relatedPrint";"undefined";""
"en";"en,any";"/docs/projects/files/269/269688/d3-3-xas-analyses.pdf";"D 3.3: XAS Analyses of Coprecipitates and Evolution with Time of the Solid Phases";"relatedPrint";"undefined";""
"en";"en,any";"/docs/projects/files/269/269688/d4-2-report-modelling-code.pdf";"D 4.2: Report on Modelling Code Extensions and Test Results";"relatedPrint";"undefined";""
"en";"en,any";"/docs/projects/files/269/269688/skin-2nd-annual-workshop-proceedings.pdf";"D 6.11: 2nd Annual Workshop Proceedings";"relatedPrint";"undefined";""
"en";"en,any";"/docs/projects/files/269/269688/d4-4-report-affinity-law.pdf";"D 4.4: Report on the Affinity Law";"relatedPrint";"undefined";""
"en";"en,any";"/docs/projects/files/269/269688/d2-2-report-barite.pdf";"D 2.2: Report on recrystallisation of barite in presence of radium ";"relatedPrint";"undefined";""
"en";"en,any";"/docs/projects/files/269/269688/d3-4-report-t-co2.pdf";"D 3.4: Data on the Dissolution Rate of TcO2 under Cementitious Repository Conditions";"relatedPrint";"undefined";""
"en";"en,any";"/docs/projects/files/269/269688/d5-5-final-synthesis.pdf";"D 5.5: Final synthesis report (*)";"relatedPrint";"undefined";""
"en";"en,any";"/docs/projects/files/269/269688/d3-2-report-u-fe.pdf";"D 3.2: Report on Sample Preparation and Study of the Kinetics of U Dissolution from U/Fe Coprecipitates";"relatedPrint";"undefined";""
"en";"en,any";"/docs/projects/files/269/269688/d6-14-proceeding3-aws.pdf";"D 6.14: Final project workshop proceedings";"relatedPrint";"undefined";""
"en";"en";"/docs/projects/files/269/269688/skin-final-synthesis-report.pdf";"Final Synthesis Report";"relatedPrint";"undefined";""
"en";"en";"/docs/projects/files/269/269688/skin-impact.pdf";"D 5.4: Impact of solubility uncertainties on the PA calculations";"relatedPrint";"undefined";""
"en";"en,any";"/docs/projects/files/269/269688/d2-4-report-cement.pdf";"D 2.4: Report on Radionuclide Binding in Cement Systems";"relatedPrint";"undefined";""
"en";"en,any";"/docs/projects/files/269/269688/d5-3-second-synthesis-report.pdf";"D 5.3: Second Year Synthesis Report";"relatedPrint";"undefined";""
"en";"en,any";"/docs/projects/files/269/269688/d3-6-report-tho2-bentonite.pdf";"D 3.6: Report on the Influence of Bentonite Colloids on the Dissolution Behaviour of ThO2(s)";"relatedPrint";"undefined";""
"en";"en";"/docs/projects/files/269/269688/skin-literature-review.pdf";"D 5.1/D5.2: Literature Review, First Year Synthesis and preliminary report on consequences of solubility uncertainties";"relatedPrint";"undefined";""
"en";"en,any";"/docs/projects/files/269/269688/d4-3-report-modelling-barite.pdf";"D 4.3:  Report on Modelling of Ra Uptake in Barite";"relatedPrint";"undefined";""
"en";"en,any";"/docs/projects/files/269/269688/d2-3-report-calcite.pdf";"D 2.3: Report on Np(V), Se(IV,VI), Am(III)/Eu(III) Uptake by Calcite";"relatedPrint";"undefined";""
"en";"en";"/docs/projects/files/269/269688/skin-annual-newsletters12-201207.pdf";"Newsletter 1 & 2 - July 2012";"relatedPrint";"undefined";""
"en";"en";"/docs/projects/files/269/269688/skin-proceeding1st-an-wkshp.pdf";"1st Annual Workshop Proceedings / 2012";"relatedPrint";"undefined";""
"en";"en,any";"/docs/projects/cnect/3/287593/080/publishing/logo2/T-AREA-SOS.jpg";"logo";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/3/287593/080/deliverables/001-32TAREASoSD3p2HighLevelRequirementsv22.pdf";"High Level requirements - update";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/3/287593/080/publishing/logo1/T-AREA-SOS.JPG";"T-Area-Sos";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/5/270435/080/publishing/logo1/JAMES-logo.jpg";"JAMES project logo";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/5/270435/080/publishing/logo2/JAMES.jpg";"JAMES project picture";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/8/619228/080/deliverables/001-D231.pdf";"Study of the results of questionnaires and the content of the database data";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/619228/080/deliverables/001-D221.pdf";"The installation of sensors at household level";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/619228/080/deliverables/001-ISSEWATUS619228D71.pdf";"Plan of validation and evaluation";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/619228/080/deliverables/001-ISSEWATUS619228DeliverableD52.pdf";"Prototype of the platform";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/619228/080/deliverables/001-ISSEWATUS619228D32.pdf";"Decisions Support System at  household level";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/619228/080/deliverables/001-ISSEWATUS619228D62.pdf";"Adaptive pricing models and simulation software";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/619228/080/deliverables/001-D43UsermanualoftheDSSPolish.pdf";"User manual of the Decisions Support System";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/619228/080/deliverables/001-D84Disseminationresults.pdf";"Dissemination results";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/619228/080/deliverables/001-ISSEWATUS619228D53.pdf";"Final version of the platform";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/619228/080/deliverables/001-D33FieldstudyreportandusermanualofDSS.pdf";"Field study report and user manual of Decision Support System";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/619228/080/deliverables/001-ISSEWATUS619228D42.pdf";"Decisions Support System at urban level";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/619228/080/deliverables/001-D64PrototypeofDSSforpolicymaking.pdf";"Prototype of Decision Support System for policy making";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/619228/080/deliverables/001-D72AnnexIVFactorsconcerningthevalidationofadaptivepricingsystem.pdf";"Report of the validation and evaluation";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/619228/080/deliverables/001-DeliverableD61.pdf";"Report on the analysis of water consumption data from Greece and Poland";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/619228/080/deliverables/001-ISSEWATUS619228D86exploitationplandraft.pdf";"Exploitation plan";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/619228/080/deliverables/001-D21.pdf";"The installation of sensors at urban level";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/619228/080/deliverables/001-D86ImpactAssesment.pdf";"Impact assesment";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/619228/080/deliverables/001-D63Comparisonontheeconomicefficiencyofdifferentpricingschemes.pdf";"Report on comparison of the economic efficiency of different pricing schemes";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/2/258682/080/publishing/logo2/IMC-AESOP.JPG";"IMC-AESOP Towards a „Distributed Dynamically Collaborative System-of-Systems";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/2/258682/080/publishing/logo1/IMC-AESOP.JPG";"IMC-AESOP";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/7/287787/080/publishing/logo2/SMErobotics.jpg";"SMErobotics project illustration";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/7/287787/080/publishing/logo1/SMErobotics-project-logo.png";"SMErobotics project logo";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/7/217077/080/deliverables/001-delivD11.pdf";"Binocular eye coordination and its role in depth vision";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/7/217077/080/publishing/logo2/eyeshots-pic.JPG";"Heterogeneous 3-D Perception Across Visual Fragments";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/7/217077/080/publishing/readmore/eyeshots-flyer.pdf";"EYESHOTS Flyer";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/7/217077/080/publishing/logo1/eyeshots-logo.jpg";"EYESHOTS Logo";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/7/608897/080/deliverables/001-iCOMPOSED11ProjectWebsitev1.doc";"website";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/0/257790/080/publishing/readmore/RENDER-257790--Y3-Publishable-Summary-v5.pdf";"RENDER Publishable summary 2013";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/0/257790/080/publishing/readmore/RENDER-257790--AnnualReport2011.pdf";"RENDER Annual Report 2011";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/0/257790/080/publishing/readmore/RENDER257790-Annualreport2010-v1.pdf";"RENDER Annual Report 2010";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/0/257790/080/publishing/logo1/Logo-Render-1.JPG";"RENDER Logo";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/0/257790/080/publishing/readmore/20120222-201303-D611-v2.pdf";"RENDER Factsheet";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/0/257790/080/publishing/readmore/RENDER-257790--AnnualReport2012-20121210--2-.pdf";"Render Annual Public Report 2012";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/5/611085/080/deliverables/001-D39.pdf";"Final report on probabilistic analysis for mixed criticality on manycore";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/5/611085/080/deliverables/001-D35.pdf";"Interim report on probabilistic analysis for mixed criticality on manycore";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/5/611085/080/deliverables/001-D310.pdf";"Analysis lessons learnt from the case studies";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/5/611085/080/deliverables/001-D38.pdf";"Final report on probabilistic analysis for mixed criticality on multicore";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/5/611085/080/deliverables/002-D211.pdf";"Final user manual for the industry-ready RTOS multicore solutions";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/5/611085/080/deliverables/001-D213.pdf";"Consolidated certification arguments";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/5/611085/080/deliverables/001-D67.pdf";"Period 2 Project Report";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/5/611085/080/publishing/logo2/Proxima.jpg";"Figure 1.1. Probability of timing failure per hour";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/5/611085/080/deliverables/001-D211.pdf";"Final user manual for the industry-ready RTOS multicore solutions";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/5/611085/080/deliverables/001-D210.pdf";"Consolidated designs of the innovative RTOS features for manycores (with evaluations)";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/5/611085/080/deliverables/002-D39.pdf";"Final report on probabilistic analysis for mixed criticality on manycore";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/5/611085/080/deliverables/001-D212.pdf";"Evaluation report on research-oriented software-only multicore solutions";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/288308/080/deliverables/001-UniteEuropeD79Symposiumreport.pdf";"Symposium report";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/288308/080/deliverables/001-UniteEuropeD73Materialforgeneralpublic1Attachment1ProjectFlyerEnglish20121025.pdf";"Material for general public 1";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/288308/080/deliverables/001-UniteEuropeD15Monitoringandevaluationplan.pdf";"Monitoring and evaluation plan";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/288308/080/deliverables/001-UniteEuropeD711ANNEXAProjectdisseminationpublic.pdf";"Summary Dissemination Report";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/288308/080/deliverables/001-UniteEuropeD26Legalculturalandethicalaspectsreport20120831.pdf";"Legal, cultural and ethical aspects report";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/288308/080/deliverables/001-UniteEuropeD74Scientificpublications120130628.pdf";"Scientific publications 1";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/288308/080/deliverables/001-UniteEuropeD510Applicationdevelopmentandfunctionalityreport2.pdf";"Application development and functionality  report 2";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/288308/080/deliverables/001-UniteEuropeD710InfosheetToolse.pdf";"Material for general public 3";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/288308/080/deliverables/001-UniteEuropeD73Materialforgeneralpublic1Attachment5ProjectFlyerGerman20121025.pdf";"Material for general public 1";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/288308/080/deliverables/001-UniteEuropeD73Materialforgeneralpublic1Attachment2ProjectFlyerDutch20121025.pdf";"Material for general public 1";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/288308/080/deliverables/001-UniteEuropeD710InfosheetProjecten.pdf";"Material for general public 3";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/288308/080/deliverables/001-UniteEuropeD73Materialforgeneralpublic1Attachment3ProjectFlyerSwedish20121025.pdf";"Material for general public 1";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/288308/080/deliverables/001-UniteEuropeD72Newsletter120120928pdf.pdf";"Newsletter / policy brief 1";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/288308/080/deliverables/001-UniteEuropeD710Infofolder.pdf";"Material for general public 3";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/288308/080/deliverables/001-UniteEuropeD78Newsletter.pdf";"Newsletter / policy brief 3";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/288308/080/deliverables/001-UniteEuropeD73Materialforgeneralpublic1Attachment4ProjectFlyerFrench20121025.pdf";"Material for general public 1";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/288308/080/deliverables/001-UniteEuropeD52Applicationdevelopmentfunctionalityreport120120831.pdf";"Application development and functionality  report 1";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/288308/080/deliverables/001-UniteEuropeD75Newsletter220130830.pdf";"Newsletter / policy brief 2";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/288308/080/deliverables/001-UniteEuropeD78NewsletterPolicyBrief3Additionalreport.pdf";"Newsletter / policy brief 3";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/288308/080/deliverables/001-UniteEuropeD77Scientificpublications2.pdf";"Scientific publications 2";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/288308/080/deliverables/001-UniteEuropeD711ANNEXBScientificpublicationsrestricted.pdf";"Summary Dissemination Report";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/288308/080/deliverables/001-UniteEuropeD76Materialforgeneralpublic2Attachment1PressReleaseCityofMalm20130930.pdf";"Material for general public 2";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/288308/080/deliverables/001-UniteEuropeD711Summarydisseminationreport.pdf";"Summary Dissemination Report";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/288308/080/deliverables/001-UniteEuropeD75NewsletterPolicyBrief2AdditionalReport20130830.pdf";"Newsletter / policy brief 2";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/288308/080/deliverables/001-UniteEuropeD75PolicyBrief220130830.pdf";"Newsletter / policy brief 2";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/288308/080/deliverables/001-UniteEuropeD25PanEuropeantargetgroupsreport20120727.pdf";"Pan-European target groups report";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/288308/080/deliverables/001-UniteEuropeD710InfosheetProjectnl.pdf";"Material for general public 3";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/288308/080/deliverables/001-UniteEuropeD32Integrationissuesreport20120531.pdf";"Integration issues report";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/288308/080/deliverables/001-UniteEuropeD73Materialforthegeneralpublic120121025.pdf";"Material for general public 1";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/288308/080/deliverables/001-UniteEuropeD710InfosheetProjectde.pdf";"Material for general public 3";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/288308/080/deliverables/001-UniteEuropeD710Materialforthegeneralpublic3Additionalreport.pdf";"Material for general public 3";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/288308/080/deliverables/001-UniteEuropeD23Integrationpoliciesandmeasuresreport20120629.pdf";"Integration policies and measures report";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/288308/080/deliverables/001-UniteEuropeD72Newsletter1Attachment1Newsletterfirstissue20120928pdf.pdf";"Newsletter / policy brief 1";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/288308/080/deliverables/001-UniteEuropeD27AnalysesSummaryReport20120928pdf.pdf";"Analyses summary report";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/9/610509/080/publishing/logo2/New-Picture--1-.jpg";"Figure 1: The landscape of applications of real-time analytics on stream (...)";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/3/283783/080/deliverables/001-D213BroadcastingAstronomicaleventsreport2012TotalSolarEclipse.pdf";"Broadcasting Astronomical events report (2012 Total Solar Eclipse)";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/3/283783/080/deliverables/001-D44Networkconformancetestsuiteplusassociateddocumentation.pdf";"Network conformance test suite plus associated documentation";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/3/283783/080/deliverables/001-D210lunareclipseactivity2v02A.pdf";"Written didactic activity manuals for parallel activities around astronomical events for scholars";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/3/283783/080/deliverables/001-D311Reportforstandardmethodologyforofflineexperimentationandthechoiceoftheofflineexperiments.pdf";"Report for standard methodology for offline experimentation and the choice";"relatedPrint";"ppm";""
