"language";"availableLanguages";"uri";"title";"type";"source";"represents"
"en";"en,any";"/docs/projects/cnect/5/318515/080/deliverables/001-318515COCONUTD73.pdf";"Report on COCONUT project exploitation and dissemination 2nd year activities";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/5/318515/080/deliverables/001-COCONUTD74WP7v15Ares20162306028.pdf";"Final report on COCONUT project exploitation and dissemination activities";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/5/318515/080/deliverables/001-318515COCONUTD73renditionDownload.pdf";"Report on COCONUT project exploitation and dissemination 2nd year activities";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/5/257335/080/publishing/logo1/FLEXWINlogo.PNG";"FLEXWIN logo";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/5/257335/080/reports/001-FLEXWINPublishablesummaryM25M36.pdf";"Period 3 Publishable summary";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/5/257335/080/reports/001-FLEXWINPublishablesummaryM36M43.pdf";"FLEXWIN - Publishable summary M36 - M43";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/0/610370/080/publishing/logo1/ICoSOLE-Logo-rgb.png";"ICoSOLE";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/0/610370/080/publishing/logo2/6113519201-2d7341bbfe.jpg";"ICoSOLE";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/3/248523/080/deliverables/001-FP7BeFEMTOD32VersionforEC29062012.pdf";"D3.2";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/3/248523/080/deliverables/001-FP7BeFEMTOIR33EC.pdf";"IR 3.3 Promising Interference and Radio Management Techniques for Indoor\nStandalone Femtocells";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/3/248523/080/deliverables/001-FP7BeFEMTOD31EC.pdf";"RF front-end solutions";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/3/248523/080/deliverables/001-FP7BeFEMTOD53VersionforEC30062012.pdf";"D5.3";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/3/248523/080/deliverables/001-FP7BeFEMTOD43EC.pdf";"Multi-Cell RRM and Self-Optimisation for Networked, Fixed Relay and\nMobile Femtocells";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/3/248523/080/deliverables/001-FP7BeFEMTOD62EC.pdf";"Integration of selected algorithms into platforms & interfaces finalization";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/3/248523/080/deliverables/001-FP7BeFEMTOD23VersionforEC30062012.pdf";"D2.3";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/3/248523/080/deliverables/001-FP7BeFEMTOD52EC.pdf";"D5.2";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/3/248523/080/deliverables/001-FP7BeFEMTOD72VersionforEC30062012.pdf";"D7.2";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/3/248523/080/deliverables/001-FP7BeFEMTOD72RevisionforECV2vFINALtoEC.pdf";"D7.2 updated";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/3/248523/080/deliverables/001-FP7BeFEMTOD22EC.pdf";"The BeFEMTO System Architecture";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/3/248523/080/deliverables/001-FP7BeFEMTOD43FINALTOEC.pdf";"Multi-cell RRM and self-optimisation for networked, fixed relay and\nmobile femtocells";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/3/248523/080/deliverables/001-FP7BeFEMTOD44VersionforEC30062012.pdf";"D4.4";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/3/248523/080/deliverables/001-FP7BeFEMTOD14VersionforEC30062012.pdf";"D1.4";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/611528/080/deliverables/001-D92WebsiteBIOFOS.pdf";"D9.2";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/611528/080/reports/001-BIOFOSPPRPeriod1PublishableSummary22122014.pdf";"Publishable summary year 1";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/611528/080/deliverables/001-D215Finalpublishableactivityreport.pdf";"FINAL PUBLISHABLE SUMMARY";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/611528/080/deliverables/001-D91PressReleaseBIOFOS.pdf";"D9.1";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/4/257774/080/publishing/logo1/SocIoS-logo-v0-1.png";"SocIoS";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/4/257774/080/deliverables/001-D261v10.pdf";"D2.6.1 SOA Infrastructure Prototype";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/4/257774/080/deliverables/001-D672ICCSv10.pdf";"D6.7.2 Collaboration Plan";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/4/257774/080/deliverables/001-D23v10.pdf";"D2.3 Object Model";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/4/257774/080/deliverables/001-SocIoSD65v10.pdf";"D6.5 Legal requirements and ethical issues";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/4/257774/080/deliverables/001-D321IBMv10.pdf";"D3.2.1 Business Toolset (First version)";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/4/257774/080/deliverables/001-SocIoSD671v10.pdf";"D6.7.1 Collaboration Plan";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/4/257774/080/publishing/readmore/SocIoS-brochure-final-1-.pdf";"Brochure 1st issue";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/4/257774/080/deliverables/001-D41ATCv10.pdf";"D4.1 Integration Plan";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/4/257774/080/deliverables/001-D331IBMv10.pdf";"D3.3.1 User Created Content Management Services (First version)";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/4/257774/080/deliverables/001-D341UHv10.pdf";"D3.4.1 Social Dynamics Services";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/4/257774/080/deliverables/001-D421final.pdf";"Integrated SocIoS platform";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/5/256955/080/deliverables/001-NisBD52HINBDefinition.pdf";"HINB definition";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/5/256955/080/deliverables/001-NisBD42BusinessModelsforNisBNetworkNodes.pdf";"Business model archetypes for NisB network nodes (model design)";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/5/256955/080/deliverables/001-NisBD21MicromappingbasedschemamatchingintheNisBnetwork10.pdf";"Micro-mapping based schema matching in the NisB network 1.0";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/5/256955/080/deliverables/001-NisBD32EmergentSemanticsInNisBNetworkv10.pdf";"Emergent Semantics in NisB network 1.0";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/5/256955/080/deliverables/001-NisBD31Micromappingcomposition.pdf";"Micro-mapping composition";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/2/248752/080/deliverables/002-PRIAMD53PU.pdf";"Deliverable D5.3PU";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/2/248752/080/deliverables/001-DeliverableD24PU.pdf";"Summary of system architecture design";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/2/248752/080/deliverables/001-DeliverableD14PURM3.pdf";"Deliverable D14PU_RM3";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/2/248752/080/deliverables/002-PRIAMD34PU.pdf";"Deliverable D3.4PU Processed BB sub-assemblies";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/2/248752/080/deliverables/002-D75rev0413.pdf";"Final publishable report";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/248898/080/deliverables/001-D27reportonfullspectrumFPApublic.pdf";"D2_7_report on full spectrum FPA -public";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/7/223927/080/publishing/logo1/Logo-ESTARS.jpg";"E-STARS logo";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/3/611073/080/publishing/readmore/1stProgressReport-Scientific-Publishable-Summary.pdf";"Metalogue Publishable summary Y1";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/3/611073/080/publishing/readmore/2ndProgressReport-Summary.pdf";"Metalogue Publishable summary Y2";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/3/611073/080/deliverables/001-publishablesummaryofthefinalreportMetalogue.pdf";"publishable summary excerpt of the final_report";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/3/611073/080/publishing/logo2/Metalogue-functional-diagram.png";"Metalogue objectives";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/3/611073/080/publishing/logo1/metalogo-021-300x60.png";"Metalogue logo";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/7/296307/080/publishing/readmore/smeSpire-publishable-summary-Y1-2013.pdf";"smeSpire_PublishablSummary_2013";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/7/296307/080/deliverables/001-D415disseminationplan.pdf";"Dissemination plan";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/7/296307/080/publishing/readmore/2nd-periodic-report-publishable-summary.pdf";"smeSpire Publishable summary 2014";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/7/296307/080/publishing/logo1/smespire-Logo1.png";"smeSpire Logo";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/7/296307/080/publishing/readmore/smespire-fact-sheet.pdf";"smeSpire Factsheet";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/7/296307/080/deliverables/001-smespirefactsheet.pdf";"Brief project Fact Sheet";"relatedPrint";"ppm";""
"en";"en";"/docs/projects/files/267/267044/d2-6-annual-book-volume-6.pdf";"";"relatedPrint";"undefined";""
"en";"en";"/docs/projects/files/267/267044/coach-ekut-d2-2-annual-book-vol2.pdf";"";"relatedPrint";"undefined";""
"en";"en";"/docs/projects/files/267/267044/d2-5-annual-book-volume-5.pdf";"";"relatedPrint";"undefined";""
"en";"en";"/docs/projects/files/267/267044/d2-3-annual-book-volume-3.pdf";"";"relatedPrint";"undefined";""
"en";"en";"/docs/projects/files/267/267044/d2-4-annual-book-volume-4.pdf";"";"relatedPrint";"undefined";""
"en";"en";"/docs/projects/files/267/267044/coach-ekut-d2-1-annual-book-vol1.pdf";"";"relatedPrint";"undefined";""
"en";"en";"/docs/projects/files/232/232598/06-modern-d1-2-monitoring-reference-framework-report.pdf";"D 1.2: Monitoring Reference Framework Report / 2013";"relatedPrint";"undefined";""
"en";"en";"/docs/projects/files/232/232598/04-modern-monitoring-context-summary-report.pdf";"National Monitoring Context Summary Report";"relatedPrint";"undefined";""
"en";"en";"/docs/projects/files/232/232598/01-modern-d5-2-1-project-presentation.pdf";"Project Presentation";"relatedPrint";"undefined";""
"en";"en";"/docs/projects/files/232/232598/conference-proceedings.pdf";"D 5.4.1: Proceedings - MoDeRn International Conference, Luxembourg, 19-21 March 2013";"relatedPrint";"undefined";""
"en";"en";"/docs/projects/files/232/232598/17-modern-d5-3-1-expert-stakeholders-workshop-report.pdf";"D 5.3.1: Expert Stakeholders Workshop Report / 2011";"relatedPrint";"undefined";""
"en";"en";"/docs/projects/files/232/232598/07-modern-d1-3-1-basis-for-stakeholder-communication.pdf";"D 1.3.1: Monitoring the Safe Disposal of Radioactive Waste: a Combined Technical and Socio-Political Activity / 2012";"relatedPrint";"undefined";""
"en";"en";"/docs/projects/files/232/232598/modern-projectsynthesis-19.pdf";"D 6.1:  Monitoring During the Staged Implementation of Geological Disposal: The MoDeRn Project Synthesis / 2014";"relatedPrint";"undefined";""
"en";"en";"/docs/projects/files/232/232598/modern-citizen-engagement-8.pdf";"D 1.4.1:  Exploratory citizen engagement in monitoring objectives & strategies report / 2014";"relatedPrint";"undefined";""
"en";"en";"/docs/projects/files/232/232598/16-modern-d4-1-monitoring-programme-case-study-report.pdf";"D 4.1: Monitoring Programme Case Study Report / 2013";"relatedPrint";"undefined";""
"en";"en";"/docs/projects/files/232/232598/12-modern-d3-2-1-seismic-tomography-monitoring-at-grimsel-ch-report.pdf";"D 3.2.1: Seismic Tomography Monitoring at_Grimsel CH Report / 2013";"relatedPrint";"undefined";""
"en";"en";"/docs/projects/files/232/232598/10-modern-d2-2-2-monitoring-technologies-state-of-art-report.pdf";"D 2.2.2: Monitoring Technologies State-of-Art Report / 2013";"relatedPrint";"undefined";""
"en";"en";"/docs/projects/files/232/232598/13-modern-d3-3-1-wireless-monitoring-sensor-network-demonstrator-at-hades-be-report.pdf";"Microsoft Word - MoDeRn_D-331_Wireless sensor network demonstrator report_v1.docx";"relatedPrint";"undefined";""
"en";"en";"/docs/projects/files/232/232598/modern-hades-14.pdf";"D 3.4.1: HADES Monitoring Demonstrator Report / 2013";"relatedPrint";"undefined";""
"en";"en";"/docs/projects/files/232/232598/09-modern-d2-2-1-monitoring-technologies-workshop-report.pdf";"D 2.2.1: Monitoring Technologies Workshop Report / 2010";"relatedPrint";"undefined";""
"en";"en";"/docs/projects/files/232/232598/11-modern-d3-1-1-demonstrator-site-plans-and-monitoring-programmes-report.pdf";"D 3.1.1: Demonstrator Site Plans & Monitoring Programmes Report / 2010";"relatedPrint";"undefined";""
"en";"en";"/docs/projects/files/232/232598/08-modern-d2-1-1-monitoring-technical-requirements-report.pdf";"D 2.1.1: Monitoring Technical Requirements Report / 2011";"relatedPrint";"undefined";""
"en";"en";"/docs/projects/files/232/232598/05-modern-monitoring-context-country-annexes.pdf";"National Monitoring Context Country Annexes";"relatedPrint";"undefined";""
"en";"en";"/docs/projects/files/232/232598/15-modern-d3-5-1-monitoring-demonstrator-at-bure-fr-report.pdf";"D 3.5.1: Monitoring Demonstrator at Bure FR Report / 2013";"relatedPrint";"undefined";""
"en";"en,any";"/docs/projects/cnect/3/212073/080/publishing/logo1/GENESI-DR-logo.png";"GENESI-DR";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/8/600918/080/publishing/logo2/Packman-IMG-2511-cropped-smaller.jpg";"PaCMan Illustration";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/8/600918/080/publishing/logo1/pacman-logo.png";"PaCMan Logo";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/7/247947/080/publishing/readmore/GARNICS-flyer.pdf";"GARNICS Flyer";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/7/247947/080/publishing/logo2/Rob-003-small.jpg";"Gardening with a Cognitive System";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/7/247947/080/publishing/logo1/GARNICS-Logo.png";"GARNICS Logo";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/8/231378/080/publishing/logo1/Co3-AUVs-Logo.png";"Co3 AUVs Logo";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/8/231378/080/publishing/readmore/FactSheet-Co3AUVs.pdf";"Co3AUVs Factsheet";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/8/231378/080/publishing/logo2/CO3AUVs-pic.jpg";"Cooperative Cognitive Control for Autonomous Underwater Vehicles";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/4/317894/080/deliverables/001-SWANiCARED91v100.pdf";"D9.1";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/4/317894/080/reports/001-PublishablesummarysecondyearSWANiCare.pdf";"Y2 Publishable summary";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/4/317894/080/publishing/logo1/Logo-Swan-iCare.JPG";"Logo Swan-iCare";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/4/317894/080/deliverables/001-PublishablesummaryfirstyearSWANiCare.pdf";"Publishable Summary Year 1";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/4/317894/080/deliverables/001-D942014SWANiCareflierENGLISH.pdf";"D9.4-Project flyer";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/4/317894/080/publishing/logo2/Picture-Swan-iCare.JPG";"Picture Swan-iCare";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/9/225669/080/deliverables/001-Deliv33final.pdf";"D3.3";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/9/225669/080/publishing/logo1/UAN.png";"UAN";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/9/225669/080/deliverables/001-Deliv16final.pdf";"D 1.6";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/9/225669/080/deliverables/001-Deliv63final.pdf";"D6.3";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/9/225669/080/deliverables/001-Deliv74final.pdf";"D 7.4";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/1/248231/080/deliverables/001-D611finalreportfinal.pdf";"Final Report";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/1/248231/080/deliverables/001-248231MOSARIMprojectFactSheetrev11.pdf";"Project Factsheet";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/1/248231/080/deliverables/001-Deliverable54final.pdf";"Report on conclusions and outlook";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/1/248231/080/deliverables/001-MOSARIMDeliverable31v12.pdf";"Use cases description list for simulation scenarios";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/1/248231/080/deliverables/001-MOSARIMDeliverable14V161.pdf";"Impact study of the interference with respect to ASIL";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/1/248231/080/publishing/logo2/header-object.png";"MOSARIM";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/1/248231/080/deliverables/001-MOSARIMDeliverableD111V11.pdf";"Requirements and specification of a norm interferer";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/1/248231/080/deliverables/001-D25V11finalversion.pdf";"Short report on impact of environment, traffic participants and infrastructure";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/1/248231/080/deliverables/001-MOSARIMDeliverableD42V13final.pdf";"The final normalized interferer prototypes are available for experiments";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/1/248231/080/deliverables/001-D27v10final.pdf";"Short report on simulation model validation with real world measurements";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/1/248231/080/deliverables/001-MOSARIMDeliverable22V11.pdf";"Short report on the susceptibility model";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/1/248231/080/deliverables/001-DeliverableD24v10.pdf";"Short report on simulation model validation with laboratory measurements";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/1/248231/080/deliverables/001-D2610finalversion.pdf";"Short report on multiinterference effects";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/1/248231/080/deliverables/001-MOSARIMDeliverableD17V12.pdf";"Short report on interference risk from incumbent frequency users and services";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/1/248231/080/deliverables/001-MOSARIMDeliverable51v15.pdf";"Report on defined classes and classified countermeasures";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/1/248231/080/deliverables/001-MOSARIMDeliverable16v10.pdf";"Short report on interference density increase by market penetration forecast";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/1/248231/080/deliverables/001-MOSARIMDeliverable53V10.pdf";"Report on derived recommendations for safety\nfunctions with higherrequirements";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/1/248231/080/deliverables/001-MOSARIMDeliverable15V161.pdf";"Short report on state-of-the-art interference mitigation techniques";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/1/248231/080/deliverables/001-MOSARIMDeliverable52V10.pdf";"Report on derived guidelines for safety functions\nwith lower requirements";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/1/248231/080/deliverables/001-MOSARIMDeliverableD121V11.pdf";"Study report on relevant scenarios and applications and requirements specification";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/1/248231/080/deliverables/001-D612societalimplicationsfinal.pdf";"Awareness and wider societal implications";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/1/248231/080/publishing/logo1/header-object.png";"logo";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/4/248654/080/deliverables/001-AccordanceD43WP4201131OctoberUHv10.pdf";"Deliverable D4.3";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/4/248654/080/deliverables/001-ACCORDANCED74WP729December2011ALUDv30.pdf";"Deliverable D7.4";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/4/248654/080/deliverables/001-AccordanceD53WP5201130SeptemberUHv10.pdf";"Deliverable D5.3";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/4/248654/080/deliverables/001-ACCORDANCED75WP729December2013DTv10.pdf";"D7.5 Dissemination Activities";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/4/248654/080/deliverables/001-AccordanceD24WP2201130NovemberALUDv10.pdf";"Deliverable D2.4";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/4/248654/080/deliverables/001-ACCORDANCED17WP1201330Septemberv201.pdf";"D1.7 Third Year Annual Report";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/4/248654/080/deliverables/001-AccordanceD45WP4201202FebruaryAITv10.pdf";"Deliverable D4.5";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/4/248654/080/deliverables/001-ACCORDANCED76WP731July2013ALUDv10.pdf";"Standardization activities-Year three update\nD7.6";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/4/248654/080/deliverables/001-AccordanceD77WP72012ALUDv10.pdf";"Exploitation Plans";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/4/248654/080/deliverables/001-ACCORDANCED16WP1201201MarchJCPv10.pdf";"Deliverable D1.6";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/4/248654/080/deliverables/001-ACCORDANCED73WP729December2011DTv20.pdf";"Deliverable D7.3";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/4/248654/080/deliverables/001-AccordanceD54WP5201130NovemberUHv10.pdf";"Deliverable D5.4";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/6/611346/080/publishing/logo1/xlime-logo-big.png";"xLiMe";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/6/611346/080/publishing/readmore/xlime-deliverable-8-1-1-factsheet.pdf";"xLiMe facsheet";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/6/611346/080/publishing/readmore/xlime-611346-publishable-summary-m1-m12.pdf";"xLiMe Publishable Summary after Year 1";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/6/611346/080/publishing/readmore/xlime-611346-publishable-summary-m13-m24.pdf";"XLime Publishable Summary Y2";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/6/248976/080/publishing/logo2/untitled.PNG";"REFLECT";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/6/248976/080/publishing/logo1/untitled.PNG";"REFLECT";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/4/318144/080/deliverables/001-spOtD21Reportonmultilayerstacksfabricationpdf.pdf";"D2.1";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/4/318144/080/deliverables/001-spOtD321stcompactmodelofthemagneticdevicepdf.pdf";"D3.2";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/4/318144/080/deliverables/001-spOtD11ProjectPresentationV11pdf.pdf";"D1.1";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/4/318144/080/deliverables/001-spOtD12ManagementPlanV11pdf.pdf";"D1.2";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/4/318144/080/deliverables/001-spOtD14FinalManagementReportICNpdf.pdf";"D1.4";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/0/287720/080/publishing/logo1/Armor-logo.jpg";"Armor Logo";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/0/248290/080/publishing/logo1/cognito-logo.png";"COGNITO Logo";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/0/248290/080/publishing/logo2/COGNITO.png";"Cognitive Workflow Capturing and Rendering with On-Body Sensor Networks";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/0/248290/080/publishing/readmore/Cognito-Flyer-DFKI1.pdf";"COGNITO Flyer";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/3/247933/080/publishing/readmore/FP7-247933-PIANO--logo.jpg";"FP7-247933-PIANO+_logo.jpg";"relatedImage";"ppm";"project"
"en";"en,any";"/docs/projects/cnect/3/247933/080/publishing/logo1/FP7-247933-PIANO--logo.jpg";"FP7-247933-PIANO+_logo.jpg";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/3/247933/080/publishing/readmore/TSB-Piano-Comp8pp-FINAL.pdf";"PIANO+ call flyer";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/3/247933/080/publishing/readmore/PIANO--TSB-advert.pdf";"PIANO+ competition for funding";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/3/247933/080/reports/001-PIANOPublicFinalReport.pdf";"PIANO+ public final report";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/7/288717/080/publishing/logo2/FP7-olae-banner.png";"FP7-288717-OLAE + - banner logo";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/7/288717/080/publishing/readmore/OLAE--event-27-10-2011.pdf";"OLAE+ event_27.10.2011.pdf";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/7/288717/080/publishing/logo1/olae-logo-new.png";"FP7-288717-OLAE + - Logo";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/7/288717/080/publishing/readmore/TSB-OLAE-comp-final.pdf";"OLAE+ Call 2012 brochure";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/7/215167/080/publishing/logo1/WIMAGIC-LOGO.JPG";"WIMAGIC  logo";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/7/215167/080/publishing/logo2/WIMAGIC-illustration.JPG";"WIMAGIC illustration";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/1/216031/080/publishing/logo1/logo.gif";"CD-MEDICS";"relatedImage";"ppm";"projectLogo"
"en";"en,any";"/docs/projects/cnect/1/216031/080/reports/001-2CDMEDICSPublishableSummaryPeriod4.pdf";"publ summary";"relatedPrint";"ppm";""
"en";"en,any";"/docs/projects/cnect/1/216031/080/reports/001-CDMEDICSFinalReportV101.pdf";"final publ report";"relatedPrint";"ppm";""
